id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,log_price
7968460240,20150211T000000,257000.0,3,1.75,1330.0,36537,1.0,0,0,4,7,1330,0,1989,0,98092,47.3126,-122.129,1650,35100,12.456835254920371
3918400017,20150205T000000,380000.0,0,0.0,1470.0,979,3.0,0,2,3,8,1470,0,2006,0,98133,47.7145,-122.356,1470,1399,12.847929163278053
4046500270,20140819T000000,399000.0,3,2.0,2100.0,31550,1.0,0,0,3,8,2100,0,2010,0,98014,47.6907,-121.917,1860,18452,12.896719202134523
7849202296,20150130T000000,339900.0,3,2.5,1470.0,4675,2.0,0,0,3,7,1470,0,1999,0,98065,47.5261,-121.827,1500,4385,12.736409677721657
8585400135,20141105T000000,585000.0,4,1.75,1760.0,5356,1.0,0,0,4,7,920,840,1950,0,98115,47.679,-122.288,1680,5184,13.279368835614243
6163900411,20141003T000000,310000.0,2,1.0,1050.0,8220,1.0,0,0,4,6,780,270,1947,0,98155,47.7598,-122.316,1340,7651,12.644330802262578
2558640110,20140514T000000,498000.0,4,2.75,2270.0,7375,1.0,0,0,4,7,1290,980,1973,0,98034,47.7222,-122.168,1750,7760,13.118357364036902
9834200885,20140717T000000,360000.0,4,2.5,2080.0,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,12.793862088206213
3876600120,20150422T000000,265000.0,3,1.5,1780.0,10196,1.0,0,0,4,7,1270,510,1967,0,98001,47.3375,-122.291,1320,7875,12.487488878546145
8691330260,20141208T000000,820000.0,4,2.75,3540.0,13515,2.0,0,0,3,10,3540,0,1998,0,98075,47.5945,-121.982,3540,11538,13.617060838751888
5416500980,20140729T000000,419900.0,4,2.5,2750.0,5767,2.0,0,0,3,9,2750,0,2005,0,98038,47.3595,-122.038,2800,5376,12.947774248188859
809002610,20140718T000000,485000.0,4,1.0,1150.0,2560,1.5,0,0,3,7,1150,0,1909,0,98109,47.6368,-122.355,1890,3000,13.091906231773164
1778500595,20150413T000000,683000.0,5,1.5,1720.0,4000,1.5,0,0,3,7,1520,200,1925,0,98112,47.6197,-122.287,2280,4000,13.434251602680698
1220000367,20140716T000000,320000.0,3,2.5,1820.0,1855,2.0,0,0,3,8,1570,250,2008,0,98166,47.4643,-122.346,1470,6900,12.676079399771027
7504020670,20140520T000000,598000.0,5,2.25,2890.0,12478,2.0,0,0,3,9,2890,0,1977,0,98074,47.6295,-122.052,2570,11880,13.301347705172173
3630110370,20140624T000000,420000.0,3,2.5,2140.0,3821,2.0,0,0,3,8,2140,0,2005,0,98029,47.5541,-121.995,2860,3841,12.948012371209098
2490200620,20140811T000000,535000.0,3,1.0,1660.0,5100,1.0,0,0,3,7,1260,400,1957,0,98136,47.5323,-122.383,1230,5100,13.190023895035274
1775801340,20140606T000000,415000.0,3,1.75,1910.0,12596,1.0,0,0,3,7,1340,570,1977,0,98072,47.7399,-122.099,1550,13310,12.936036208848487
1683600240,20150320T000000,234975.0,3,1.75,1650.0,8073,1.0,0,0,3,7,1100,550,1980,0,98092,47.3187,-122.182,1280,8073,12.367238660251337
1180002378,20140926T000000,299000.0,4,2.5,1950.0,3000,2.0,0,0,3,7,1950,0,2002,0,98178,47.4977,-122.226,1170,6000,12.608202196848836
7955050170,20150410T000000,455000.0,3,2.25,1790.0,7500,1.0,0,0,3,7,1390,400,1973,0,98034,47.7321,-122.198,1940,7192,13.02805489573287
7518507580,20150502T000000,581000.0,2,1.0,1170.0,4080,1.0,0,0,4,7,1170,0,1909,0,98117,47.6784,-122.386,1560,4586,13.272507757002963
1441600020,20140527T000000,960000.0,5,4.0,3720.0,15200,2.0,0,0,3,10,3720,0,2005,0,98075,47.5956,-122.026,4100,19036,13.774689605110144
5101408599,20140611T000000,465000.0,4,1.75,1470.0,5350,1.0,0,0,3,7,980,490,1955,0,98125,47.7048,-122.315,1970,6138,13.049794835104816
1370803940,20141007T000000,485000.0,3,1.0,1130.0,5758,1.0,0,0,3,7,960,170,1939,0,98199,47.6413,-122.401,1510,6000,13.091906231773164
3342700371,20140609T000000,539950.0,3,2.25,2190.0,7149,1.0,0,1,4,8,1240,950,1963,0,98056,47.5243,-122.204,3500,7149,13.199233673682526
3668000070,20150105T000000,212000.0,3,1.75,1060.0,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,12.264346270624157
8562720390,20140825T000000,1050000.0,4,4.0,4320.0,8709,2.0,0,0,3,11,3190,1130,2006,0,98027,47.5369,-122.07,4010,8321,13.864301674514206
9835801000,20140625T000000,245700.0,3,2.25,1640.0,8400,1.0,0,0,3,8,1180,460,1968,0,98032,47.3733,-122.289,1600,8120,12.411870628505058
8856890020,20150224T000000,265000.0,3,1.75,1680.0,9769,1.0,0,0,3,8,1340,340,1989,0,98058,47.4631,-122.126,1730,9686,12.487488878546145
9324800025,20141125T000000,325500.0,3,1.5,1540.0,8110,1.0,0,0,4,7,1190,350,1959,0,98125,47.7329,-122.291,1290,8110,12.693120812822663
9257900010,20150422T000000,499900.0,4,2.25,2360.0,7650,1.0,0,0,3,8,1640,720,1963,0,98155,47.75,-122.292,2320,11060,13.12216535779974
9136103026,20150305T000000,539000.0,3,1.75,1380.0,3225,1.0,0,0,4,7,940,440,1915,0,98103,47.6652,-122.338,1250,3750,13.197472705176983
4213910030,20150401T000000,550000.0,4,2.5,1670.0,5116,2.0,0,0,3,8,1670,0,1999,0,98155,47.7667,-122.33,1910,7210,13.217675375388819
2923500010,20150114T000000,757500.0,5,2.25,3160.0,8065,2.0,0,0,3,8,3160,0,1977,0,98027,47.5678,-122.089,2540,7917,13.537780136496803
461002025,20150501T000000,501000.0,2,2.0,1300.0,2500,1.0,0,0,4,7,770,530,1926,0,98117,47.6831,-122.373,1160,5000,13.124363376072994
9277700075,20140818T000000,355000.0,2,1.0,840.0,6720,1.0,0,0,3,7,840,0,1952,0,98116,47.5707,-122.396,1250,6720,12.779875885354993
7853361120,20140729T000000,530000.0,3,2.5,1970.0,6295,2.0,0,0,3,7,1970,0,2011,0,98065,47.5158,-121.874,2710,6009,13.180634172318978
1788700070,20140627T000000,170000.0,2,1.0,810.0,8424,1.0,0,0,4,6,810,0,1959,0,98023,47.3286,-122.346,820,8424,12.04355959836804
5411600020,20150304T000000,702000.0,4,2.5,2810.0,4922,2.0,0,0,3,9,2810,0,2005,0,98074,47.614,-122.041,2920,4922,13.461690107508359
1561900180,20150311T000000,395000.0,3,2.5,2300.0,8938,2.0,0,0,3,9,2300,0,1989,0,98031,47.4181,-122.211,2570,9694,12.886643575525625
3300701440,20140729T000000,409000.0,2,1.75,1480.0,4000,1.0,0,0,4,6,740,740,1925,0,98117,47.6916,-122.38,1060,4000,12.921472880009725
7853230590,20141029T000000,435000.0,4,2.5,2190.0,6578,2.0,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,2190,5416,12.983103608918753
3601800580,20141021T000000,250000.0,4,2.0,2600.0,9000,1.0,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200,12.429220196836383
1438000390,20140804T000000,469995.0,4,2.5,2350.0,3800,2.0,0,0,3,8,2350,0,2014,0,98059,47.4783,-122.123,2670,4180,13.060479463011728
8700100010,20140710T000000,315000.0,3,2.5,2340.0,6837,2.0,0,0,3,7,2340,0,1992,0,98030,47.3608,-122.194,1850,6209,12.660331092405906
7231501610,20141023T000000,327000.0,4,1.0,1620.0,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000,12.69771850797869
3396200090,20140520T000000,639000.0,4,2.5,2150.0,12028,2.0,0,0,4,8,2150,0,1982,0,98052,47.7224,-122.101,1800,11777,13.367661298303675
1245500099,20150506T000000,702000.0,3,2.5,2190.0,8528,1.0,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811,13.461690107508359
9831200520,20141006T000000,1443920.0,4,3.0,3720.0,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000,14.182872887797034
923000280,20140722T000000,699000.0,3,2.5,2580.0,8154,1.0,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,13.457407451830088
739800250,20150222T000000,269000.0,3,2.25,1420.0,7297,1.0,0,0,3,7,1130,290,1984,0,98031,47.4046,-122.194,1730,7419,12.502470376049185
293760050,20140627T000000,1050000.0,4,4.25,4390.0,13833,2.0,0,3,3,10,3320,1070,2003,0,98029,47.5566,-122.026,3850,11652,13.864301674514206
1088020070,20141216T000000,645000.0,4,2.25,2070.0,8720,1.0,0,0,5,8,1360,710,1974,0,98033,47.6678,-122.182,2180,8510,13.377007146164305
7853340960,20150227T000000,425590.0,3,2.75,1940.0,3088,2.0,0,3,3,8,1770,170,2008,0,98065,47.5185,-121.878,1410,2335,12.961234070169438
3819800580,20141204T000000,400000.0,4,2.0,2070.0,10800,2.0,0,0,3,7,2070,0,1982,0,98011,47.7264,-122.237,1880,10800,12.899222326086994
3211200460,20140806T000000,389000.0,4,1.0,1520.0,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700,12.871337193291367
263000291,20140904T000000,433500.0,3,1.75,1540.0,9450,1.0,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,12.979649382005148
3345100251,20150217T000000,429900.0,4,1.5,1820.0,17918,1.0,0,0,4,8,1190,630,1962,0,98056,47.521,-122.179,1890,15241,12.971310228604022
2655500241,20140814T000000,1699000.0,3,3.25,4160.0,35153,3.0,0,2,3,12,3690,470,2001,0,98040,47.5749,-122.214,3290,11533,14.345550989235415
7454001280,20140611T000000,220000.0,3,1.0,1050.0,6300,1.0,0,0,3,6,1050,0,1942,0,98146,47.5128,-122.374,740,6300,12.301387370778713
984200690,20140618T000000,299000.0,5,2.5,2220.0,9360,1.0,0,0,4,7,1110,1110,1968,0,98058,47.4341,-122.169,1780,7704,12.608202196848836
5332200515,20150209T000000,1050000.0,3,1.75,2650.0,5512,2.0,0,0,3,9,2250,400,1984,0,98112,47.6265,-122.295,1440,5100,13.864301674514206
7973202225,20150106T000000,154200.0,4,1.0,1310.0,8640,1.0,0,0,3,6,910,400,1948,0,98146,47.5104,-122.342,1310,8640,11.946012225174645
4340610080,20140804T000000,269500.0,2,1.0,800.0,1200,2.0,0,0,3,7,800,0,1999,0,98103,47.6969,-122.347,806,1200,12.504327379899443
269000221,20140826T000000,779000.0,3,1.75,2320.0,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,13.565767608549109
2420069251,20150225T000000,262000.0,1,0.75,520.0,12981,1.0,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,12.476103599529843
2225039130,20140625T000000,957000.0,5,3.25,3160.0,5000,2.0,0,2,3,10,2180,980,2005,0,98199,47.6464,-122.405,3160,5746,13.771559715366624
3904100065,20141028T000000,340000.0,2,1.0,1280.0,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,12.73670383776449
7625702263,20140612T000000,402000.0,3,3.5,1240.0,1666,2.0,0,0,3,7,1000,240,2008,0,98136,47.5496,-122.388,1110,1027,12.904209855160254
4140090240,20141105T000000,520000.0,3,2.25,2590.0,9263,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,13.161586013632684
4037400295,20140730T000000,618000.0,4,2.25,2530.0,8736,1.0,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,13.334245354561496
5016001285,20140609T000000,750000.0,4,3.25,2050.0,5000,2.0,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,1720,5000,13.527829818844937
1972201772,20150409T000000,650000.0,2,2.5,1470.0,690,3.0,0,3,3,8,1470,0,2008,0,98103,47.6523,-122.346,1480,1284,13.384729180332174
1310700210,20140603T000000,268000.0,3,1.75,1970.0,10270,1.0,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,8400,12.498745990829315
2622059138,20150416T000000,339000.0,3,1.5,1740.0,21980,1.0,0,0,4,7,1740,0,1973,0,98042,47.3644,-122.132,1400,16100,12.733758336210744
8651443420,20141017T000000,280000.0,4,2.0,1710.0,5440,1.0,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,1620,6696,12.54254845357358
7287100035,20140731T000000,380000.0,3,2.0,2010.0,16736,2.0,0,0,4,6,2010,0,1929,0,98133,47.7643,-122.352,1890,11477,12.847929163278053
2459500310,20150218T000000,358000.0,3,2.25,1610.0,6655,2.0,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529,12.788291058675025
4232900310,20141029T000000,1430000.0,5,4.25,3350.0,3600,2.0,0,0,3,10,2260,1090,2014,0,98119,47.6351,-122.364,1810,3600,14.173185701536545
8945000260,20140722T000000,209950.0,4,1.0,1630.0,8400,1.0,0,0,3,6,1630,0,1962,0,98023,47.3052,-122.362,1190,8989,12.254629449139815
1545806510,20140820T000000,260000.0,3,1.75,1340.0,8000,1.0,0,0,3,7,1340,0,1980,0,98038,47.3651,-122.044,1690,8000,12.468440756144114
6649900301,20141231T000000,579000.0,3,2.5,2300.0,18540,1.0,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2460,18540,13.269059483669357
5315100805,20141218T000000,650000.0,3,1.75,1940.0,10245,1.0,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,13.384729180332174
7708200880,20140923T000000,562500.0,5,2.75,2920.0,6327,2.0,0,0,3,8,2920,0,2007,0,98059,47.4935,-122.145,2520,5026,13.24014819083691
7925100271,20140520T000000,430000.0,3,1.75,1200.0,4500,1.0,0,0,5,7,1200,0,1906,0,98108,47.5553,-122.316,1340,4500,12.971542813248437
6163901061,20141211T000000,329000.0,4,2.0,1190.0,7877,1.5,0,0,5,7,1190,0,1946,0,98155,47.7538,-122.322,1480,9975,12.703816069256568
3404700041,20140929T000000,550000.0,3,2.25,2160.0,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000,13.217675375388819
161000120,20141118T000000,650000.0,4,2.0,2850.0,4497,1.5,0,1,3,7,1730,1120,1910,0,98144,47.5876,-122.292,2450,6000,13.384729180332174
7649400170,20141205T000000,675000.0,3,2.25,2070.0,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794,13.42246945133505
1529300115,20140602T000000,455000.0,2,1.0,1170.0,6000,1.0,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002,13.02805489573287
6918720100,20150130T000000,665000.0,6,3.0,2480.0,9720,2.0,0,0,3,8,2480,0,1972,0,98007,47.6127,-122.145,2480,9200,13.407543823396258
5244800915,20141016T000000,780000.0,5,2.5,1660.0,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.6452,-122.352,1210,4000,13.567050480716235
1560800150,20150405T000000,450000.0,4,2.5,1900.0,9240,1.0,0,0,3,7,1900,0,1962,0,98007,47.6167,-122.137,2040,8052,13.017005083966255
5191100180,20141106T000000,1005000.0,5,2.0,2440.0,3080,2.0,0,0,4,8,2440,0,1910,0,98112,47.6242,-122.306,1640,3077,13.820499094499693
2923039017,20140717T000000,510000.0,2,1.75,1210.0,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565,13.1421679654829
6204200470,20150318T000000,515000.0,4,2.25,2200.0,6967,2.0,0,0,3,8,2200,0,1986,0,98011,47.7355,-122.202,1970,7439,13.151924121391561
3832150190,20140520T000000,263000.0,3,1.75,1570.0,7775,2.0,0,0,3,7,1570,0,1982,0,98031,47.3876,-122.216,1580,8622,12.479913113434042
4385700185,20140812T000000,799950.0,3,2.25,1860.0,1386,3.0,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080,13.592305754774207
9407150100,20140625T000000,285000.0,3,2.0,1460.0,6377,1.0,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250,12.560247968016562
2044500213,20150126T000000,449000.0,4,2.0,1870.0,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,13.014780393893403
1623049133,20140729T000000,205000.0,4,2.0,2200.0,13320,1.0,0,0,3,6,1100,1100,1944,0,98168,47.481,-122.292,1330,6099,12.230770136157428
3625059166,20150107T000000,553000.0,3,1.0,1310.0,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113,2150,18135,13.223115088821102
4389200796,20140522T000000,1600000.0,3,2.5,3160.0,12824,1.0,0,2,4,9,1820,1340,1966,0,98004,47.6151,-122.216,3390,11985,14.285514812209815
7955050250,20141125T000000,442500.0,4,2.25,1840.0,7575,1.0,0,0,4,7,1390,450,1973,0,98034,47.7328,-122.198,1820,7500,13.000198003314573
9412400185,20140619T000000,1309500.0,4,4.5,4750.0,13912,2.0,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,14.08515670657986
1926069054,20140508T000000,450000.0,3,2.0,1510.0,43560,1.0,0,0,3,7,1510,0,1954,0,98077,47.7218,-122.079,2060,67756,13.017005083966255
2425700005,20150428T000000,760000.0,3,1.75,1410.0,15120,1.0,0,0,4,7,1410,0,1950,0,98004,47.5974,-122.195,1880,15120,13.541075028051122
7215730430,20140903T000000,705000.0,4,3.0,3150.0,9318,2.0,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,9318,13.465954500233115
2287000030,20141014T000000,811000.0,3,1.75,1870.0,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,13.606024566142413
3862710200,20140925T000000,414000.0,3,2.5,1790.0,3754,2.0,0,0,3,8,1790,0,2013,0,98065,47.534,-121.841,1800,3393,12.933623668263472
476000118,20141212T000000,479950.0,2,2.25,1360.0,1336,3.0,0,0,3,8,1360,0,2008,0,98107,47.6714,-122.392,1280,1295,13.081439294339882
3221079055,20150325T000000,367000.0,3,2.5,2260.0,93218,1.0,0,2,4,6,2260,0,1998,0,98022,47.2582,-121.935,2180,111078,12.813119851828635
3127200041,20140613T000000,589000.0,4,3.0,2440.0,9600,2.0,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,13.286183160425152
937000280,20150220T000000,199000.0,4,1.0,1280.0,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,12.201065128819632
4083802425,20141010T000000,608000.0,3,1.5,2240.0,3750,1.0,0,0,3,7,1220,1020,1952,0,98103,47.6624,-122.336,1570,3400,13.317931805683793
7199340480,20141029T000000,495000.0,3,2.25,1780.0,8050,1.0,0,0,4,7,1230,550,1979,0,98052,47.6977,-122.126,1780,7200,13.112315061750808
1953400045,20150423T000000,385000.0,4,3.0,2253.0,7700,2.0,0,0,3,7,2253,0,1957,2014,98198,47.3935,-122.3,1786,9052,12.861001210669146
7697000150,20141002T000000,284000.0,3,2.5,1660.0,4083,2.0,0,0,3,7,1660,0,2013,0,98038,47.3595,-122.045,1800,4087,12.556733038263905
7338200240,20140516T000000,437500.0,3,2.5,2320.0,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,12.988834270491479
6021503451,20140822T000000,443600.0,3,2.5,1430.0,1056,3.0,0,0,3,8,1430,0,2003,0,98117,47.684,-122.388,1310,2135,13.002680788738946
3630200460,20150327T000000,790000.0,3,2.75,2460.0,3600,2.0,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600,13.579789490265188
687600110,20141020T000000,778000.0,3,2.25,2260.0,33080,1.0,0,0,5,9,1690,570,1974,0,98005,47.6386,-122.183,3020,35291,13.564483088506746
6788200596,20141016T000000,1285000.0,4,3.5,3440.0,3800,3.0,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800,14.06627005452127
3205400140,20140630T000000,385000.0,3,1.75,1300.0,7030,1.0,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650,12.861001210669146
4037200075,20140911T000000,662500.0,6,2.25,2450.0,25600,1.0,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,10230,13.403777346275337
7695470120,20140808T000000,610000.0,3,2.5,2260.0,33042,1.0,0,0,3,9,1660,600,1986,0,98077,47.7634,-122.086,2600,40115,13.321215875492413
7202290180,20150102T000000,476000.0,3,2.5,1440.0,3840,2.0,0,0,3,7,1440,0,2001,0,98053,47.6873,-122.043,1600,3131,13.073175234051686
6159400060,20140805T000000,365000.0,3,1.5,1640.0,8301,1.0,0,0,3,7,1290,350,1958,0,98155,47.7443,-122.327,1640,8955,12.807655372286902
3830630060,20140929T000000,245000.0,3,2.5,1730.0,7442,2.0,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,12.409017571151187
1774200230,20150120T000000,585000.0,6,3.0,3870.0,43787,2.0,0,0,3,8,2700,1170,1976,0,98077,47.7642,-122.098,2600,35381,13.279368835614243
8856500120,20150210T000000,278800.0,4,2.5,2440.0,7797,1.0,0,0,3,8,1560,880,1965,0,98031,47.3895,-122.222,2090,8100,12.538253544662647
2329800240,20150218T000000,285000.0,4,3.0,1900.0,7194,2.0,0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,12.560247968016562
4307330120,20140917T000000,320000.0,3,2.5,1680.0,4584,2.0,0,0,3,7,1680,0,2003,0,98056,47.4794,-122.182,2160,4621,12.676079399771027
3629970680,20141112T000000,524950.0,2,2.5,1830.0,2856,2.0,0,0,3,7,1830,0,2005,0,98029,47.5524,-121.996,1850,2667,13.1710602038846
4309700190,20140724T000000,725000.0,4,2.5,3300.0,28433,2.0,0,0,3,9,3300,0,1998,0,98059,47.5072,-122.112,3550,26386,13.493928313146206
3062600050,20140714T000000,745000.0,3,2.75,3010.0,12432,1.0,0,0,4,8,1890,1120,1970,0,98052,47.6392,-122.108,2500,12432,13.521140839642674
5538300460,20141210T000000,465000.0,5,1.5,1830.0,9000,1.0,0,2,3,7,1030,800,1955,0,98155,47.7488,-122.292,2610,11175,13.049794835104816
3278600900,20141231T000000,443000.0,3,2.5,1780.0,2778,2.0,0,0,3,8,1530,250,2007,0,98126,47.5487,-122.372,1380,1998,13.001327306361068
2414600195,20140721T000000,210000.0,3,1.0,1520.0,8600,1.0,0,0,3,6,1040,480,1951,0,98168,47.5134,-122.335,1320,8600,12.25486757159303
1786630160,20140711T000000,344200.0,4,2.5,2490.0,5812,2.0,0,0,3,8,2490,0,2000,0,98042,47.3875,-122.155,2690,6012,12.74898106804298
8594400370,20150205T000000,299900.0,3,2.25,1560.0,35026,1.0,0,0,3,7,1290,270,1985,0,98092,47.3023,-122.069,1660,35160,12.611207699176356
226059120,20150123T000000,615000.0,3,1.75,2110.0,56192,1.0,0,0,3,7,1480,630,1978,0,98072,47.7701,-122.138,2570,46609,13.329379172803593
5379804537,20140826T000000,270000.0,3,2.25,1760.0,8287,1.0,0,0,3,7,1160,600,1986,0,98188,47.4501,-122.274,1290,9587,12.506180941677357
4046500140,20150209T000000,315000.0,3,1.75,1410.0,15134,1.0,0,0,3,7,1410,0,1980,0,98014,47.6931,-121.921,1770,15337,12.660331092405906
822039111,20150327T000000,645000.0,3,2.5,2120.0,196995,1.0,0,1,3,9,2120,0,1997,0,98070,47.4089,-122.459,1304,92423,13.377007146164305
1786830060,20140707T000000,685000.0,3,3.25,2030.0,11070,2.0,0,0,4,8,2030,0,1980,0,98052,47.6478,-122.117,2450,11070,13.437175577097312
9290850060,20141022T000000,910000.0,4,2.5,3170.0,32430,2.5,0,0,3,10,3170,0,1989,0,98053,47.6903,-122.056,3360,35610,13.721200977393528
395300330,20141211T000000,354000.0,3,1.0,1130.0,11250,1.0,0,0,3,7,1130,0,1965,0,98034,47.7254,-122.227,1410,11250,12.777055016970678
2472930270,20140905T000000,485000.0,3,2.5,3110.0,9015,2.0,0,0,3,9,3110,0,1990,0,98058,47.4369,-122.147,2650,8960,13.091906231773164
5029000120,20150407T000000,450000.0,3,2.25,1940.0,8312,1.0,0,1,4,7,1220,720,1963,0,98166,47.4556,-122.346,2060,9503,13.017005083966255
1818800144,20140502T000000,750000.0,3,2.5,2390.0,6550,1.0,0,2,4,8,1440,950,1955,0,98116,47.5714,-122.408,2010,6550,13.527829818844937
1646500785,20141215T000000,499000.0,2,1.0,1450.0,3090,2.0,0,0,3,7,1450,0,1919,1987,98103,47.6853,-122.356,1450,4635,13.120363378739663
